Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
beritajatim,@beritajatimcom,2024-05-30T17:39:33.000Z,True,"Waspada! Ini Gejala DBD Pada Anak dan Cara Penanganannya. Surabaya (http://beritajatim.com) – Maraknya kasus Demam Berdarah Dangue (DBD) pada anak yang belakangan terjadi, membuat para… http://dlvr.it/T7cXgS #PendidikanKesehatan #cara #demamberdarah via ",0,0,0,94,"['#PendidikanKesehatan', '#cara', '#demamberdarah']",['@beritajatimcom'],['\\U0001f447'],https://pbs.twimg.com/profile_images/1383296141022810119/hvPUhWiS_normal.jpg,https://x.com/beritajatimcom/status/1796235011907272977,tweet_id:1796235011907272977
Cerita Parapuan,@Cerita_Parapuan,2024-05-28T12:46:03.000Z,False,"Marak Kasus Demam Berdarah, Kenali Berbagai Gejala yang Harus Diwaspadai",0,0,0,43,[],[],[],https://pbs.twimg.com/profile_images/1356465610100592640/kRIYdUjV_normal.jpg,https://x.com/Cerita_Parapuan/status/1795436372054159643,tweet_id:1795436372054159643
PRAMITA LAB.ID,@pramitalab_id,2024-05-27T01:05:04.000Z,False,"Pemeriksaan NS1 adalah tes penting untuk mendeteksi virus Dengue penyebab demam berdarah. Tes ini cepat dan efektif dilakukan saat gejala pertama muncul. Gejala DBD termasuk demam, nyeri otot, sakit kepala, dan mual. Tes NS1 dilakukan dengan mengambil sampel darah.",0,0,2,526,[],[],[],https://pbs.twimg.com/profile_images/1328979549745414144/BoG3_4Bh_normal.jpg,https://x.com/pramitalab_id/status/1794897575394639982,tweet_id:1794897575394639982
Stephen Christian S,@stephen_chs,2024-05-25T07:05:45.000Z,False,"Demam berdarah adalah penyakit infeksi akibat virus  yang menular melalui gigitan nyamuk. 

Penyakit ini menimbulkan gejala demam tinggi, sakit kepala, serta nyeri tulang dan otot. 

Jika tidak ditangani dengan tepat, demam berdarah berisiko mengancam nyawa.#AsuransiKesehatan",0,0,0,54,['#AsuransiKesehatan'],[],[],https://pbs.twimg.com/profile_images/1287957370321084419/7B2N7B-X_normal.jpg,https://x.com/stephen_chs/status/1794263571276468727,tweet_id:1794263571276468727
BLI M@D3,BLI M@D3,2024-05-16T09:06:32.000Z,False,"Demam berdarah sptinya. Sakit dgn gejala demam yg punya fatalitas tinggi, khususnya pada anak, ya DBD",0,0,0,122,[],[],[],https://pbs.twimg.com/profile_images/1788974218874613760/15B_CA_7_normal.jpg,https://x.com/Dwi1975/status/1791032474262503428,tweet_id:1791032474262503428
Humas Jabar,@humasjabar,2024-05-16T05:22:03.000Z,False,"Kenali gejala DBD (Demam Berdarah Dengue), yuk wargi!

Tetap waspada sebelum terlambat! Sehat selalu wargi terluvvv.#BanggaJadiWargaJabar #JabarJuaraLahirBatin #HumasJabar #DBD #DemamBerdarahDengue",6,0,1,360,"['#BanggaJadiWargaJabar', '#JabarJuaraLahirBatin', '#HumasJabar', '#DBD', '#DemamBerdarahDengue']",[],[],https://pbs.twimg.com/profile_images/1720503279623532546/UQYaF4j7_normal.jpg,https://x.com/humasjabar/status/1790975983509721275,tweet_id:1790975983509721275
quunul |,@raihanka_29,2024-05-14T08:31:24.000Z,False,Searching gejala penyakit keluarnya demam berdarahPas meriksa ke dokter hasilnya demam berdarahUlah weh jagjag ieu awak.,10,1,14,557,[],[],[],https://pbs.twimg.com/profile_images/1783563465631887363/s8O1Vr5l_normal.jpg,https://x.com/raihanka_29/status/1790298859132101005,tweet_id:1790298859132101005
Jawa Pos Radar Solo,@RADARSOLO_,2024-05-10T08:46:00.000Z,False,"Bukan Cuma Demam Tinggi, Ada Berbagai Gejala Demam Berdarah pada Anak, Bunda Wajib Tahu#demamtinggi #demamberdarah #gejalademamberarah",0,0,0,50,"['#demamtinggi', '#demamberdarah', '#gejalademamberarah']",[],[],https://pbs.twimg.com/profile_images/1609734014310690818/UO182IPr_normal.jpg,https://x.com/RADARSOLO_/status/1788852979401118121,tweet_id:1788852979401118121
Ayutiyas,@ayutiyas1309,2024-05-08T06:12:29.000Z,False,"ada pasien post demam berdarah, udah dirawat sampai trombosit naik, gejala membaik, pulang cakep, pake asuransi… tau2 masukin g00gle revi3w satu karna katanya makanannya monoton . ga habis thinking aku lihatnya .",0,0,1,135,[],[],"['\\u2b50\\ufe0f', '\\U0001f62d', '\\U0001f605', '\\U0001f602', '\\U0001f62c']",https://pbs.twimg.com/profile_images/1660174366997635073/TIujHgHy_normal.jpg,https://x.com/ayutiyas1309/status/1788089570334327291,tweet_id:1788089570334327291
riztrapestguard,@riztrapestguard,2024-05-08T03:55:13.000Z,False,"Gejala demam berdarah biasanya diawali dengan demam yang tinggi (>40 ºCelsius) selama 4-7 hari setelah digigit nyamuk, dan diikuti beberapa gejala seperti :

* Sakit kepala parah
* Nyeri pada bagian belakang mata
* Nyeri otot dan sendi parah
* Mual dan Muntah
* Ruam",1,3,3,134,[],[],[],https://pbs.twimg.com/profile_images/1347062612626788352/4j7FeRTH_normal.jpg,https://x.com/riztrapestguard/status/1788055028567248907,tweet_id:1788055028567248907
Humas Jabar,@humasjabar,2024-05-16T05:22:03.000Z,False,"Kenali gejala DBD (Demam Berdarah Dengue), yuk wargi!

Tetap waspada sebelum terlambat! Sehat selalu wargi terluvvv.#BanggaJadiWargaJabar #JabarJuaraLahirBatin #HumasJabar #DBD #DemamBerdarahDengue",6,0,1,360,"['#BanggaJadiWargaJabar', '#JabarJuaraLahirBatin', '#HumasJabar', '#DBD', '#DemamBerdarahDengue']",[],[],https://pbs.twimg.com/profile_images/1720503279623532546/UQYaF4j7_normal.jpg,https://x.com/humasjabar/status/1790975983509721275,tweet_id:1790975983509721275
quunul |,@raihanka_29,2024-05-14T08:31:24.000Z,False,Searching gejala penyakit keluarnya demam berdarahPas meriksa ke dokter hasilnya demam berdarahUlah weh jagjag ieu awak.,10,1,14,557,[],[],[],https://pbs.twimg.com/profile_images/1783563465631887363/s8O1Vr5l_normal.jpg,https://x.com/raihanka_29/status/1790298859132101005,tweet_id:1790298859132101005
Stephen Christian S,@stephen_chs,2024-05-25T07:05:45.000Z,False,"Demam berdarah adalah penyakit infeksi akibat virus  yang menular melalui gigitan nyamuk. 

Penyakit ini menimbulkan gejala demam tinggi, sakit kepala, serta nyeri tulang dan otot. 

Jika tidak ditangani dengan tepat, demam berdarah berisiko mengancam nyawa.#AsuransiKesehatan",0,0,0,54,['#AsuransiKesehatan'],[],[],https://pbs.twimg.com/profile_images/1287957370321084419/7B2N7B-X_normal.jpg,https://x.com/stephen_chs/status/1794263571276468727,tweet_id:1794263571276468727
BLI M@D3,BLI M@D3,2024-05-16T09:06:32.000Z,False,"Demam berdarah sptinya. Sakit dgn gejala demam yg punya fatalitas tinggi, khususnya pada anak, ya DBD",0,0,0,122,[],[],[],https://pbs.twimg.com/profile_images/1788974218874613760/15B_CA_7_normal.jpg,https://x.com/Dwi1975/status/1791032474262503428,tweet_id:1791032474262503428
Cerita Parapuan,@Cerita_Parapuan,2024-05-28T12:46:03.000Z,False,"Marak Kasus Demam Berdarah, Kenali Berbagai Gejala yang Harus Diwaspadai",0,0,0,43,[],[],[],https://pbs.twimg.com/profile_images/1356465610100592640/kRIYdUjV_normal.jpg,https://x.com/Cerita_Parapuan/status/1795436372054159643,tweet_id:1795436372054159643
PRAMITA LAB.ID,@pramitalab_id,2024-05-27T01:05:04.000Z,False,"Pemeriksaan NS1 adalah tes penting untuk mendeteksi virus Dengue penyebab demam berdarah. Tes ini cepat dan efektif dilakukan saat gejala pertama muncul. Gejala DBD termasuk demam, nyeri otot, sakit kepala, dan mual. Tes NS1 dilakukan dengan mengambil sampel darah.",0,0,2,526,[],[],[],https://pbs.twimg.com/profile_images/1328979549745414144/BoG3_4Bh_normal.jpg,https://x.com/pramitalab_id/status/1794897575394639982,tweet_id:1794897575394639982
Gyan,@Gyabnera,2024-06-01T02:11:50.000Z,False,"Waspada Demam berdarah, berikut gejala nya. #EndemiCovid#ProkesCovid#VirusYang TWTW Aja Bonek Tidur Enakeun Kebangun",0,0,0,337,"['#EndemiCovid', '#ProkesCovid', '#Virus']",[],[],https://pbs.twimg.com/profile_images/1500102985879527424/OfBylcpw_normal.jpg,https://x.com/Gyabnera/status/1796726320120140065,tweet_id:1796726320120140065
Rasya Vira,@RasyaVira12,2024-06-01T00:51:04.000Z,False,"Jangan remehkan gejala demam berdarah. Jika mengalami demam tinggi, sakit kepala, atau nyeri sendi, segera periksakan diri ke dokter.  #EndemiCovid #ProkesCovid #Virus",0,0,0,115,"['#EndemiCovid', '#ProkesCovid', '#Virus']",[],[],https://pbs.twimg.com/profile_images/1741758401531809792/byBbH52p_normal.jpg,https://x.com/RasyaVira12/status/1796705993948270684,tweet_id:1796705993948270684
beritajatim,@beritajatimcom,2024-05-30T17:39:33.000Z,True,"Waspada! Ini Gejala DBD Pada Anak dan Cara Penanganannya. Surabaya (http://beritajatim.com) – Maraknya kasus Demam Berdarah Dangue (DBD) pada anak yang belakangan terjadi, membuat para… http://dlvr.it/T7cXgS #PendidikanKesehatan #cara #demamberdarah via ",0,0,0,94,"['#PendidikanKesehatan', '#cara', '#demamberdarah']",['@beritajatimcom'],['\\U0001f447'],https://pbs.twimg.com/profile_images/1383296141022810119/hvPUhWiS_normal.jpg,https://x.com/beritajatimcom/status/1796235011907272977,tweet_id:1796235011907272977
Gyan,@Gyabnera,2024-06-01T02:12:28.000Z,False,Kenali wabah demam berdarah yang saat ini tren nya sedang meningkat. Berikut gejala-gejala yang dapat ditimbulkan jika terinfeksi#EndemiCovid#ProkesCovid#VirusYang TWTW Aja Bonek Tidur Enakeun Kebangun,0,0,0,292,"['#EndemiCovid', '#ProkesCovid', '#Virus']",[],[],https://pbs.twimg.com/profile_images/1500102985879527424/OfBylcpw_normal.jpg,https://x.com/Gyabnera/status/1796726479201669306,tweet_id:1796726479201669306
Pace Ju,@J_jauanda,2024-06-10T00:23:54.000Z,False,"Tahun buat akhirnya transisi ke kendaraan beroda

Contoh lagi, gejala sakit dan obat, dulu orang meriang demam berdarah tu dibuang ke hutan karna dikira bisa nyebar penyakitnya, pdhl itu bukan penyakit yg bisa nepa ke orang lain, sebodoh itu dulu kita, srng kita udah selangkah",1,0,0,73,[],[],[],https://pbs.twimg.com/profile_images/1856577216978792451/idT7YpZP_normal.jpg,https://x.com/J_jauanda/status/1799960647004012575,tweet_id:1799960647004012575
Benu,@BenuTianw,2024-06-01T02:12:58.000Z,False,"Waspada Demam berdarah, berikut gejala nya. #EndemiCovid#ProkesCovid#VirusYang TWTW Aja Bonek Tidur Enakeun Kebangun",0,0,0,383,"['#EndemiCovid', '#ProkesCovid', '#Virus']",[],[],https://pbs.twimg.com/profile_images/1492474205685706756/6DMlssu3_normal.jpg,https://x.com/BenuTianw/status/1796726603189481553,tweet_id:1796726603189481553
Benu,@BenuTianw,2024-06-01T02:12:40.000Z,False,Kenali wabah demam berdarah yang saat ini tren nya sedang meningkat. Berikut gejala-gejala yang dapat ditimbulkan jika terinfeksi#EndemiCovid#ProkesCovid#VirusYang TWTW Aja Bonek Tidur Enakeun Kebangun,0,0,0,317,"['#EndemiCovid', '#ProkesCovid', '#Virus']",[],[],https://pbs.twimg.com/profile_images/1492474205685706756/6DMlssu3_normal.jpg,https://x.com/BenuTianw/status/1796726527234896162,tweet_id:1796726527234896162
Toaf,@Toaf290058,2024-06-13T07:35:56.000Z,False,Sesak nafas adalah salah satu fase gejala demam berdarah yang perlu segera ditangani untuk menghindari terjadinya dampak yang lebih buruk.  #axamandiri AXA Mandiri #EAHIL2024 #MotoGP,0,0,0,31,"['#axamandiri', '#EAHIL2024', '#MotoGP']",['@AXA_Mandiri'],[],https://pbs.twimg.com/profile_images/1772526515059847168/wSyUASxn_normal.jpg,https://x.com/Toaf290058/status/1801156534447349848,tweet_id:1801156534447349848
Halodoc Indonesia,@HalodocID,2024-06-11T12:44:35.000Z,True,"Turun berok berbahaya kalo telah berlanjut menjadi hernia strangulata (kerusakan jaringan pada organ karena terhambatnya aliran darah akibat terjepit di celah hernia) atau timbul gejala lain seperti nyeri parah, memar, kembung, sembelit, BAB berdarah, mual, muntah, dan demam ",3,11,10,1.1K,[],[],"['\\U0001f630', '\\U0001f974']",https://pbs.twimg.com/profile_images/892340629606285312/MprFP_se_normal.jpg,https://x.com/HalodocID/status/1800509434122416193,tweet_id:1800509434122416193
riztrapestguard,@riztrapestguard,2024-06-10T03:12:41.000Z,False,"1. Membersihkan Lingkungan Rumah
2. Menggunakan Kelambu dan Jendela Kasa
3. Menggunakan Repelen Nyamuk
4. Mengenakan Pakaian yang Tepat
5. Menjaga Kebersihan Diri
6. Mengawasi Gejala Demam Berdarah7. Menggunakan jasa Pest Control",1,2,2,43,[],[],[],https://pbs.twimg.com/profile_images/1347062612626788352/4j7FeRTH_normal.jpg,https://x.com/riztrapestguard/status/1800003121529446904,tweet_id:1800003121529446904
Lika adinda,@LikaAdinda21588,2024-06-13T07:38:18.000Z,False,Sakit kepala terutama di sekitar bagian dahi adalah salah satu gejala lain yang ditimbulkan akibat demam berdarah.  #axamandiri AXA Mandiri #EAHIL2024 #MotoGP,0,0,0,30,"['#axamandiri', '#EAHIL2024', '#MotoGP']",['@AXA_Mandiri'],[],https://pbs.twimg.com/profile_images/1772490806508847104/JrJX0cLZ_normal.jpg,https://x.com/LikaAdinda21588/status/1801157131053252806,tweet_id:1801157131053252806
jemma,@ruxpawan,2024-06-13T09:50:14.000Z,False,DBD adalah salah satu penyakit yang berbahaya. Kenali gejala demam berdarah untuk dapat melakukan pengobatan dengan segera.  #axamandiri AXA Mandiri #EAHIL2024 #MotoGP,0,0,0,68,"['#axamandiri', '#EAHIL2024', '#MotoGP']",['@AXA_Mandiri'],[],https://pbs.twimg.com/profile_images/1729108094498832384/2hygHirO_normal.jpg,https://x.com/ruxpawan/status/1801190330940993845,tweet_id:1801190330940993845
Lika adinda,@LikaAdinda21588,2024-06-13T07:56:49.000Z,False,Nyeri pada otot dan sendi bisa jadi salah satu ciri dari gejala demam berdarah yang perlu diwaspadai.  #axamandiri AXA Mandiri #EAHIL2024 #MotoGP,0,0,0,61,"['#axamandiri', '#EAHIL2024', '#MotoGP']",['@AXA_Mandiri'],[],https://pbs.twimg.com/profile_images/1772490806508847104/JrJX0cLZ_normal.jpg,https://x.com/LikaAdinda21588/status/1801161789197185273,tweet_id:1801161789197185273
Khumaira,@Khumairaaa28,2024-06-13T10:23:17.000Z,False,"Demam tinggi yang muncul secara mendadak bisa menjadi gejala awal dari demam berdarah yang perlu diwaspadai

AXA Mandiri #axamandiri AXA_Mandiri ",0,0,0,31,['#axamandiri'],['@AXA_Mandiri'],[],https://pbs.twimg.com/profile_images/1729518639966298113/bCVjp3yV_normal.jpg,https://x.com/Khumairaaa28/status/1801198649134964820,tweet_id:1801198649134964820
Pemerintah Provinsi Banten,@banten_pemprov,2024-06-20T12:00:35.000Z,True,"Warga sedulur Banten, penting bagi kita untuk mengenali gejala/ tanda dari penyakit Demam Berdarah Dengue atau DBD. 

Dengan mengetahui gejalanya, maka akan lebih mudah dalam menyembuhkannya.",1,0,1,132,[],[],[],https://pbs.twimg.com/profile_images/1252510756114796544/hZqfAsg0_normal.jpg,https://x.com/banten_pemprov/status/1803759851652468811,tweet_id:1803759851652468811
Media Indonesia,@mediaindonesia,2024-06-20T08:07:34.000Z,True,"SEORANG dokter spesialis anak Hapsari, menyarankan penggunaan konsep KLMNOPR untuk mengenali gejala demam berdarah (DB) pada anak.",0,0,0,248,[],[],[],https://pbs.twimg.com/profile_images/1881952191126331392/jiRnunoW_normal.jpg,https://x.com/mediaindonesia/status/1803701212480737748,tweet_id:1803701212480737748
Sww Pww,@SwwPww86343,2024-06-13T12:01:56.000Z,False,"Selain demam, gejala lain dari demam berdarah dengue yaitu sakit kepala, terutama di sekitar dahi #tips #jagakesehatan #DBD #gejalaDBD | AXA Mandiri | #axamandiri ",0,0,0,94,"['#tips', '#jagakesehatan', '#DBD', '#gejalaDBD', '#axamandiri']",['@AXA_Mandiri'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/SwwPww86343/status/1801223475379814766,tweet_id:1801223475379814766
Yiran.,@SFT00YIRAN,2024-06-25T02:08:03.000Z,False,"1. Demam BerdarahDemam berdarah atau dikenal pula dengan Demam Berdarah Dengue (DBD) terjadi karena infeksi virus Dengue. Virus ini memasuki tubuh melalui nyamuk Aedes aegypti dan Aedes albopictus.

Saat terpapar virus ini, biasanya akan muncul gejala berikut:",1,0,0,132,[],[],[],https://pbs.twimg.com/profile_images/1926663494822244352/oxw2h9WM_normal.png,https://x.com/SFT00YIRAN/status/1805422673046258057,tweet_id:1805422673046258057
