Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
tiwiꕥ,@pictweetie,2024-03-30T22:03:10.000Z,False,"hati-hati, lagi musim demam berdarah",1,0,0,47,[],[],[],https://pbs.twimg.com/profile_images/1885716707299545088/eJMm8fga_normal.jpg,https://x.com/pictweetie/status/1774195689930793216,tweet_id:1774195689930793216
JimmyOwam816,@Jowam46,2024-03-30T19:19:48.000Z,False,"Banyak yg berpikir Negatif & Mendiskreditkan Beliau

Mulai Pandemi Covid 19 s/d nyamuk genetik yg dpt membuat nyamuk Demam Berdarah menjadi nyamuk biasa

Ibarat Drakula yg terkena Serum Air Suci Vatikan Sama seperti Saat Beliau Meramalkan Wabah Covid 19  yg Diciptakan China",1,0,1,51,[],[],['\\U0001f639'],https://pbs.twimg.com/profile_images/1893245771337867264/iHsvvEeL_normal.jpg,https://x.com/Jowam46/status/1774154577954181252,tweet_id:1774154577954181252
DPRD Kota Bandung,@DPRDKotaBandung,2024-03-30T14:17:24.000Z,False,"Kasus DBD Naik di Kota Bandung.

Ketua DPRD Kota Bandung, Tedy Rusmawan mendorong Pemerintah Kota Bandung melalui Dinas Kesehatan untuk terus melakukan langkah cepat agar kasus demam berdarah dengue (DBD) di Kota Bandung dapat ditekan.#DPRD #Dinkes #DemamBerdarahDengue",0,1,0,123,"['#DPRD', '#Dinkes', '#DemamBerdarahDengue']",[],[],https://pbs.twimg.com/profile_images/1499811666435125248/GCcXukeh_normal.jpg,https://x.com/DPRDKotaBandung/status/1774078477383422429,tweet_id:1774078477383422429
Arda Dinata,@ardadinata,2024-03-30T13:35:06.000Z,False,"""Mengungkap Rahasia: Pendekatan Kesehatan Lingkungan dalam Pengendalian Demam Berdarah Dengue (DBD)""
Unduh ebook langka ini di sini: https://lynk.id/ardapublishing/qbekVad…",0,0,0,47,[],[],[],https://pbs.twimg.com/profile_images/944953211760209920/XLcyY3eA_normal.jpg,https://x.com/ardadinata/status/1774067832231452778,tweet_id:1774067832231452778
Arda Dinata,@ardadinata,2024-03-30T13:34:35.000Z,False,"""Mengungkap Rahasia: Pendekatan Kesehatan Lingkungan dalam Pengendalian Demam Berdarah Dengue (DBD)""
Unduh ebook langka ini di sini: https://lynk.id/ardapublishing/qbekVad…",0,0,0,37,[],[],[],https://pbs.twimg.com/profile_images/944953211760209920/XLcyY3eA_normal.jpg,https://x.com/ardadinata/status/1774067701591527509,tweet_id:1774067701591527509
Herald Indonesia,@heralddotID,2024-03-30T13:27:01.000Z,False,Kasus demam berdarah dengue (DBD) di Bandung membuat seluruh stakeholder bergerak. Contohnya adalah 41 rumah sakit (RS) yang siap bertugas untuk menangani pasien. #DBD,0,0,0,87,['#DBD'],[],[],https://pbs.twimg.com/profile_images/1800342841035800576/iL1KChMP_normal.jpg,https://x.com/heralddotID/status/1774065796467360047,tweet_id:1774065796467360047
SiRolip,@SaptaAtmadja,2024-03-30T13:02:55.000Z,False,"Tampilannya yang sederhana dan wacana yang ringan sesekali diselipi humor membuatnya tidak terkesan serius dibanding teman2, lain sesama aktivis, yang sedang terjangkiti penyakit demam revolusi berdarah.",1,0,0,69,[],[],[],https://pbs.twimg.com/profile_images/1908530255108988930/xhJCMc95_normal.jpg,https://x.com/SaptaAtmadja/status/1774059734079009173,tweet_id:1774059734079009173
Cilacap Kekinian,@CilacapKekinian,2024-03-30T08:36:52.000Z,False,"CILACAP – Pemerintah Kabupaten Cilacap melalui Dinas Kesehatan dan Keluarga Berencana (Dinkes KB) menggelar Rapat Koordinasi Lintas Sektoral Pengendalian Demam Berdarah sebagai upaya menurunkan kasus Demam Berdarah yang sudah mencapai 222 kasus pada tahun 2024.

Acara Rakor",0,0,0,95,[],[],[],https://pbs.twimg.com/profile_images/1830868666218618884/3KtbL18Q_normal.jpg,https://x.com/CilacapKekinian/status/1773992778235806023,tweet_id:1773992778235806023
Kompas.com,@kompascom,2024-03-30T07:18:08.000Z,True,Rumah Sakit Hasan Sadikin (RSHS) Bandung merawat 11 pasien demam dengue dengan kondisi berat. Kenali ciri-ciri demam berdarah. http://dlvr.it/T4qQ2J,0,1,1,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8_normal.jpg,https://x.com/kompascom/status/1773972963630703024,tweet_id:1773972963630703024
Radio Patria,@radiopatria,2024-03-30T05:03:41.000Z,False,"50 persen pasien di RSUD Campurdarat Dr Karneni di Tulungagung terisi para penderita Demam Berdarah Dengue.

Rio Ardona, Direktur RSUD Campurdarat Dr Karneni mengatakan sampai Maret ini pihaknya menerima puluhan pasien DBD dari berbagai kecamatan di wilayah Tulungagung selatan.",1,0,0,94,[],[],[],https://pbs.twimg.com/profile_images/1424218206269448192/Pg7Wa9ne_normal.jpg,https://x.com/radiopatria/status/1773939131527393613,tweet_id:1773939131527393613
