Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
HUMAS POLDA SULTENG,@humaspolsulteng,2024-04-29T04:13:38.000Z,False,"Upaya ini tidak hanya memberikan manfaat dalam pencegahan demam berdarah, tetapi juga meningkatkan kesadaran akan pentingnya lingkungan yang bersih dan sehat bagi kesejahteraan bersama.
.
.
.#poldasulteng #polripresisi",0,0,0,34,"['#poldasulteng', '#polripresisi']",[],[],https://pbs.twimg.com/profile_images/989301706214195200/8jiGml9K_normal.jpg,https://x.com/humaspolsulteng/status/1784798171291320666,tweet_id:1784798171291320666
RS Semen Gresik,@rssemengresik,2024-04-29T04:10:11.000Z,False,"Promo Spesial RS Semen GresikRS Semen Gresik sedang mengadakan promo spesial imunisasi demam berdarah nih!Yuk, manfaatkan promonya sebelum periode terakhirnya!*syarat dan ketentuan berlaku#promo #promoimunisasi #imunisasidemamberdarah #demamberdarah #dbd",0,0,1,90,"['#promo', '#promoimunisasi', '#imunisasidemamberdarah', '#demamberdarah', '#dbd']",[],"['\\U0001f3e5', '\\u2728', '\\U0001f64c', '\\U0001f917']",https://pbs.twimg.com/profile_images/1544877669342334976/vYIh309__normal.jpg,https://x.com/rssemengresik/status/1784797303133573125,tweet_id:1784797303133573125
bursakota,@bursakota,2024-04-29T03:38:35.000Z,False,"Kolaborasi PIM dan Dinas Kesehatan Aceh Utara, Cegah Kasus Demam Berdarah https://bursakota.co.id/kolaborasi-pim-dan-dinas-kesehatan-aceh-utara-cegah-kasus-demam-berdarah/… lewat  Kota",0,0,0,21,[],['@Bursa'],[],https://pbs.twimg.com/profile_images/1511537842706472961/_5SeQOpb_normal.jpg,https://x.com/bursakota/status/1784789351924482518,tweet_id:1784789351924482518
puskesmas cepogo,@pkmcepogo,2024-04-29T03:23:00.000Z,False,Penyerahan benih ikan nila untuk cegah demam berdarah,0,0,0,100,[],[],[],https://pbs.twimg.com/profile_images/1694902536048955392/NsXOJhZB_normal.jpg,https://x.com/pkmcepogo/status/1784785428505379009,tweet_id:1784785428505379009
Capcincan || Close barter kuesioner,@Capcincan,2024-04-29T03:05:09.000Z,False,adalah benar sekalinya sakit demam berdarah bjirr,0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1852120810506588162/owMc0SN8_normal.jpg,https://x.com/Capcincan/status/1784780936347009174,tweet_id:1784780936347009174
Khalil Gibran,@girrbann,2024-04-29T03:01:36.000Z,False,"Baru menamatkan game Demam Berdarah Dengue mode Extreme. Orang-orang biasa level virus 2.5-3 aku cukup 8.56 

Makasih sudah dikawal cil ",2,0,8,921,[],['@bunnybucky'],[],https://pbs.twimg.com/profile_images/1522079128039526400/7YBEi1tu_normal.jpg,https://x.com/girrbann/status/1784780040976433310,tweet_id:1784780040976433310
RS Semen Gresik,@rssemengresik,2024-04-29T04:10:11.000Z,False,"Promo Spesial RS Semen GresikRS Semen Gresik sedang mengadakan promo spesial imunisasi demam berdarah nih!Yuk, manfaatkan promonya sebelum periode terakhirnya!*syarat dan ketentuan berlaku#promo #promoimunisasi #imunisasidemamberdarah #demamberdarah #dbd",0,0,1,90,"['#promo', '#promoimunisasi', '#imunisasidemamberdarah', '#demamberdarah', '#dbd']",[],"['\\U0001f3e5', '\\u2728', '\\U0001f64c', '\\U0001f917']",https://pbs.twimg.com/profile_images/1544877669342334976/vYIh309__normal.jpg,https://x.com/rssemengresik/status/1784797303133573125,tweet_id:1784797303133573125
KOMPAS TV,@KompasTV,2024-04-29T04:17:24.000Z,True,Sapa Malang-Bagaimana Cara Mencegah Penyebaran Demam Berdarah?,0,0,1,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1430830041919721475/U7LgJ1pw_normal.jpg,https://x.com/KompasTV/status/1784799118126391387,tweet_id:1784799118126391387
KOMPAS TV,@KompasTV,2024-04-29T04:17:22.000Z,True,"Sapa Malang-Pahami Gejala Demam Berdarah, Ini yang Harus Dilakukan http://dlvr.it/T68LrN",0,0,1,985,[],[],[],https://pbs.twimg.com/profile_images/1430830041919721475/U7LgJ1pw_normal.jpg,https://x.com/KompasTV/status/1784799110140440630,tweet_id:1784799110140440630
KOMPAS TV,@KompasTV,2024-04-29T04:17:21.000Z,True,"Sapa Malang-Waspada Demam Berdarah, Cegah Sebelum Terlambat",0,0,1,929,[],[],[],https://pbs.twimg.com/profile_images/1430830041919721475/U7LgJ1pw_normal.jpg,https://x.com/KompasTV/status/1784799104633393652,tweet_id:1784799104633393652
HUMAS POLDA SULTENG,@humaspolsulteng,2024-04-29T04:13:38.000Z,False,"Upaya ini tidak hanya memberikan manfaat dalam pencegahan demam berdarah, tetapi juga meningkatkan kesadaran akan pentingnya lingkungan yang bersih dan sehat bagi kesejahteraan bersama.
.
.
.#poldasulteng #polripresisi",0,0,0,34,"['#poldasulteng', '#polripresisi']",[],[],https://pbs.twimg.com/profile_images/989301706214195200/8jiGml9K_normal.jpg,https://x.com/humaspolsulteng/status/1784798171291320666,tweet_id:1784798171291320666
Humas Polres Tubaba,@Humasrestubaba,2024-04-29T04:33:54.000Z,False,"Personil Polsek Tulang Bawang Tengah melaksanakan Kegiatan Fogging guna meminimalisir penyebaran Penyakit Demam Berdarah (DBD) pada Musim Penghujan di RT 19 dan RT 20 RK 04 Tiyuh Candra Mukti Kecamatan Tulang Bawang Tengah Pada Hari Senin, 29 April 2024.",0,0,0,101,[],[],[],https://pbs.twimg.com/profile_images/1227044206453018624/w7gHUP-S_normal.jpg,https://x.com/Humasrestubaba/status/1784803270118269175,tweet_id:1784803270118269175
Kostrad,@Cakra_Kostrad,2024-04-29T04:49:00.000Z,False,"Cegah Dini Penyakit Demam Berdarah, Yonarmed 11 Kostrad Laksanakan Fogginghttps://tinyurl.com/2s3kjhdf  @divif_1_kostrad   #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",0,0,0,129,"['#tni', '#tniad', '#Kostrad', '#Cakra', '#kostradpeduli', '#kostradberbagi', '#TNIADMengabdiDanMembangunBersamaRakyat', '#penkostrad']","['@Puspen_TNI', '@tni_ad', '@divif2kostrad', '@divif3kostrad']",[],https://pbs.twimg.com/profile_images/983243842919940096/yKO7aryZ_normal.jpg,https://x.com/Cakra_Kostrad/status/1784807069616595335,tweet_id:1784807069616595335
Kodim 0720/Rembang,@KodimRembang,2024-04-29T06:02:18.000Z,False,Babinsa desa Megal Serda Winarto melaksanakan Komsos dengan warga desa Megal dengan pembahasan waspada demam berdarah bertempat di wilayah desa Megal kecamatan Pamotan.,0,0,0,41,[],[],[],https://pbs.twimg.com/profile_images/1320585122177896448/kemYp5kB_normal.jpg,https://x.com/KodimRembang/status/1784825516115345719,tweet_id:1784825516115345719
Kuma Kurma (Indie Vtuber),@KumKurma,2024-04-29T05:31:45.000Z,False,aku demam berdarah,0,0,0,109,[],[],[],https://pbs.twimg.com/profile_images/1913624000435294208/O3NN7S1B_normal.jpg,https://x.com/KumKurma/status/1784817830434902263,tweet_id:1784817830434902263
DPP BANTENG MUDA INDONESIA,@DPPBMI,2024-04-29T05:20:26.000Z,True,"Langkah sederhana, perlindungan besar. Dengan pola 3M pulus, kita berantas demam berdarah! Jaga kebersihan, hancurkan tempat-tempat berkembang biak nyamuk, dan gunakan pakaian pelindung saat perlu. Bersama-sama, kita cegah demam berdarah dan jaga kesehatan kita#PDIPerjuangan",0,0,0,37,['#PDIPerjuangan'],[],[],https://pbs.twimg.com/profile_images/1815290652487462913/aB_Duvg9_normal.jpg,https://x.com/DPPBMI/status/1784814983093813467,tweet_id:1784814983093813467
Tengaran Koramil,@TrgnKoramil6,2024-04-29T06:32:49.000Z,False,"Bertempat di Dusun Krajan 2 Desa Bener Kec. Tengaran Kab. Semarang, Babinsa Desa Bener Serda Ribut W melaksanakan pendampingan dan monitoring kegiatan fogging pemberantasan nyamuk Demam berdarah.
Senin(29/04/2024).",0,0,0,39,[],[],[],https://pbs.twimg.com/profile_images/1672064788044861440/D_2PcKCb_normal.jpg,https://x.com/TrgnKoramil6/status/1784833196301156561,tweet_id:1784833196301156561
Dinas Kesehatan Kota Salatiga,@dinkes_sala3,2024-04-29T08:22:50.000Z,False,"Hai SobatSalsa..
Berikut kami sampaikan informasi jumlah pasien Demam Dengue dan Demam Berdarah Dengue di Kota Salatiga update Minggu, 28 April 2024.",0,0,0,31,[],[],[],https://pbs.twimg.com/profile_images/1214025121230254081/3UIeywE9_normal.jpg,https://x.com/dinkes_sala3/status/1784860882658373960,tweet_id:1784860882658373960
IDN Times Jateng,@IDNTimesJateng,2024-04-29T08:13:48.000Z,False,"Mengenal Virus Dengue, Penyebab Demam Berdarah pada Manusia  https://jateng.idntimes.com/health/fitness/nadhifa-143/mengenal-virus-dengue-penyebab-demam-berdarah-pada-manusia-c1c2?utm_source=twitter&utm_medium=twitter&utm_campaign=dlvr.it…",0,0,0,24,[],[],[],https://pbs.twimg.com/profile_images/1318865233679544320/SWX_2Za2_normal.jpg,https://x.com/IDNTimesJateng/status/1784858609924649162,tweet_id:1784858609924649162
IG :Kulinersukoharjo,@Kuliner_SKH,2024-04-29T07:55:18.000Z,False,MENCEGAH DEMAM BERDARAH DI RUMAH,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/473384222921474048/2hDIQRGH_normal.png,https://x.com/Kuliner_SKH/status/1784853956973519018,tweet_id:1784853956973519018
CNN Indonesia Daily,@CNNIDdaily,2024-04-29T07:00:00.000Z,False,"Jumlah kasus demam berdarah dengue atau DBD kian melambung tinggi di Indonesia. Menteri Kesehatan Budi Gunadi Sadikin mengatakan, pemberian vaksinasi untuk pencegahan DBD merupakan salah satu solusi untuk memberikan perlindungan yang lebih menyeluruh. http://cnnindonesia.com/tv",0,0,1,380,[],[],[],https://pbs.twimg.com/profile_images/1036896306298478594/znKYHgGR_normal.jpg,https://x.com/CNNIDdaily/status/1784840037030318512,tweet_id:1784840037030318512
Dinas Kesehatan Kota Salatiga,@dinkes_sala3,2024-04-29T08:22:55.000Z,False,"Hai SobatSalsa..
Berikut kami sampaikan informasi jumlah pasien Demam Dengue dan Demam Berdarah Dengue di Kota Salatiga update Minggu, 28 April 2024.",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1214025121230254081/3UIeywE9_normal.jpg,https://x.com/dinkes_sala3/status/1784860904204435685,tweet_id:1784860904204435685
春っち!!,@shishitori,2024-04-29T11:45:05.000Z,False,Mgkn aku musim tipes atau demam berdarah,0,0,1,87,[],[],[],https://pbs.twimg.com/profile_images/1632372445629009920/s0Ts59vz_normal.jpg,https://x.com/shishitori/status/1784911780961239464,tweet_id:1784911780961239464
News,@idnws_com,2024-04-29T10:52:14.000Z,False,Sapa Malang-Bagaimana Cara Mencegah Penyebaran Demam Berdarah? https://how.idnws.com/sapa-malang-bagaimana-cara-mencegah-penyebaran-demam-berdarah…,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1575352005068935168/pIEs04iE_normal.png,https://x.com/idnws_com/status/1784898480819093608,tweet_id:1784898480819093608
Radio Suara Pasuruan FM 107,@suarapasuruan,2024-04-29T10:52:10.000Z,False,"#suarapasuruannewsupdate Pj. Bupati Pasuruan, Andriyanto mengajak seluruh masyarakat untuk meningkatkan kwaspadaan akan bahaya penyakit demam berdarah dengue alias DBD.https://pasuruankab.go.id/isiberita/177-kasus-dbd-dalam-4-bulan-pj-bupati-andriyanto-minta-warga-tingkatkan-phbs…",0,0,0,49,['#suarapasuruannewsupdate'],[],[],https://pbs.twimg.com/profile_images/1902034877341650944/X-YC5U5g_normal.jpg,https://x.com/suarapasuruan/status/1784898465643872421,tweet_id:1784898465643872421
Fauzi Firmansyah,@FauziFrmnsyh,2024-04-29T09:07:20.000Z,False,"Sekali loro, langsung seng parah njir. Langsung kopid ambek demam berdarah",0,0,0,36,[],[],[],https://pbs.twimg.com/profile_images/1539997111294365702/kFbyxNKl_normal.jpg,https://x.com/FauziFrmnsyh/status/1784872080808288265,tweet_id:1784872080808288265
Batampos,@BatamPos,2024-04-29T08:58:40.000Z,False,"Atasi Demam Berdarah, Dinkes Ajak Masyarakat Terapkan PSN 3 M Plus#Dinkes #PSN https://metro.batampos.co.id/atasi-demam-berdarah-dinkes-ajak-masyarakat-terapkan-psn-3-m-plus/…",0,0,0,69,"['#Dinkes', '#PSN']",[],[],https://pbs.twimg.com/profile_images/1874143172068335616/lYET-57s_normal.jpg,https://x.com/BatamPos/status/1784869899757592594,tweet_id:1784869899757592594
Radar Madiun,@radarmadiunweb,2024-04-29T12:02:10.000Z,False,Belakangan ini muncul tiga kasus baru demam berdarah dengue atau DBD di Kabupaten Madiun. Dinkes aktif fogging dan Ingatkan PSN.,0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1792450260553596928/KSJEM6B5_normal.jpg,https://x.com/radarmadiunweb/status/1784916079048790404,tweet_id:1784916079048790404
Koramilngargoyoso09,@Koramilngargoy2,2024-04-29T12:24:56.000Z,False,"Peltu Tohari batituud Ramil 09 Ngargoyoso melaksanakan Komsos dengan Bpk. Sarjono pedagang ban mobil di desa Puntukrejo, membahas tentang kebersihan lingkungan terutama saat ini banyak penyakit demam berdarah",0,0,0,37,[],[],[],https://pbs.twimg.com/profile_images/1425774312963801093/GZpzSNTY_normal.jpg,https://x.com/Koramilngargoy2/status/1784921809969963197,tweet_id:1784921809969963197
asep_toloheor,@toloheor86,2024-04-29T13:37:06.000Z,False,", jaman dulu mah iya org² suka minum baygon rasa jeruk, skrg yg sdg heboh nyamuk Aedes Aegypti (yg direkayasa dgn wolbachia - 60% bakteri yg terdpt pd serangga), katanya utk hambat demam berdarah, atuh TUMILA bs mati, krn darah qta demam, ",1,0,0,55,[],[],"['\\U0001f602', '\\U0001f915']",https://pbs.twimg.com/profile_images/1784873618075189248/qgPReZ9l_normal.jpg,https://x.com/toloheor86/status/1784939970727440773,tweet_id:1784939970727440773
Balipuspanews.com,@balipuspanews,2024-04-29T13:44:35.000Z,False,"Demam Berdarah Meningkat di Karangasem, Bupati Gede Dana Turun Langsung Pantau Fogging https://balipuspanews.com/demam-berdarah-meningkat-di-karangasem-bupati-gede-dana-turun-langsung-pantau-fogging.html?utm_source=dlvr.it&utm_medium=twitter… #Klungkung #News #Fogging #BupatiKarangasem #DemamBerdarah",0,1,0,39,"['#Klungkung', '#News', '#Fogging', '#BupatiKarangasem', '#DemamBerdarah']",[],[],https://pbs.twimg.com/profile_images/1597548007343673344/ZIjiRfW2_normal.jpg,https://x.com/balipuspanews/status/1784941853458174167,tweet_id:1784941853458174167
SIN PO TV,@sinpotv,2024-04-29T18:20:00.000Z,True,Kasus Demam Berdarah Dengeu atau DBD di Rumah Sakit Umum Daerah Tamansari Jakarta Barat mengalami lonjakkan yang signifikan. Dari awal tahun 2024 sampai dengan bulan april tercatat terdapat 118 kasus yang didominasi oleh anak-anak usia sekolah.#dbd #demamberdarah #tamansari,0,0,1,271,"['#dbd', '#demamberdarah', '#tamansari']",[],[],https://pbs.twimg.com/profile_images/1671880049186996225/VyB7MMkg_normal.jpg,https://x.com/sinpotv/status/1785011164709314904,tweet_id:1785011164709314904
Simoncelli.58,@BangusDossol99,2024-04-29T16:34:06.000Z,False,Untung teu demam berdarah ge om .,0,0,0,65,[],[],[],https://pbs.twimg.com/profile_images/1866197916316209152/p-R5rMhV_normal.jpg,https://x.com/BangusDossol99/status/1784984515750060038,tweet_id:1784984515750060038
Mohamad Fuad,@_BangFu,2024-04-29T16:23:54.000Z,False,"Gpp, daripada dia demam berdarah. Aman",3,1,10,3.1K,[],[],[],https://pbs.twimg.com/profile_images/1648344736791683073/NkXqnEAT_normal.jpg,https://x.com/_BangFu/status/1784981948705976795,tweet_id:1784981948705976795
sara. ∞,@mifasoladore,2024-04-29T15:14:07.000Z,False,"806 warga kober sedang menjadi nyamuk stay safe teman-teman, jangan sampai demam berdarah yaa.
kita harus sehat demi strimink ",0,4,13,732,[],[],"['\\U0001f972', '\\U0001f917']",https://pbs.twimg.com/profile_images/1882062943111766016/jaRqN4wD_normal.jpg,https://x.com/mifasoladore/status/1784964386488246339,tweet_id:1784964386488246339
Kodim 1610/Klungkung,@Dim1610klk,2024-04-29T23:13:03.000Z,False,"Babinsa Semarapura Kaja Bersama Puskesmas Klungkung 2 Gelar Fogging 

Klungkung,- Demam Berdarah Dengue ( DBD ) merupakan salah satu penyakit infeksi oleh virus dengue yang ditularkan melalui gigitan nyamuk aedes aegypti.",0,0,0,127,[],[],[],https://pbs.twimg.com/profile_images/1724248916575850496/w0XtHhat_normal.jpg,https://x.com/Dim1610klk/status/1785084915471765684,tweet_id:1785084915471765684
Koramil07/Matesih,@Koramil07M,2024-04-29T23:01:30.000Z,False,"Senin, 29 April 2024 pukul 09.30 Wib, Serka Muhari Babinsa Desa Karangbangun anggota Koramil 07/Matesih melaksanakan pertemuan rutin dengan perangkat desa Karangbangun di Kantor Desa Karangbangun, membahas tentang wabah demam berdarah (DBD).",0,0,1,49,[],[],[],https://pbs.twimg.com/profile_images/1393774366844805121/C8tiA4X9_normal.jpg,https://x.com/Koramil07M/status/1785082008013828247,tweet_id:1785082008013828247
