Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
arcadia,@biemth210_,2024-08-31T15:19:24.000Z,False,"Nda cukup rehat sejak balik dari kl haritu. Seminggu lebih kerja. Hari ni btl2 tewas. Hidung sampai berdarah, demam dgn muntah2. Memang hbs suda ba ni tenaga.",0,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1903696498673758208/ldq3xFrp_normal.jpg,https://x.com/biemth210_/status/1829901811861565674,tweet_id:1829901811861565674
Pitrandi Umari,@PitrandiU,2024-08-31T12:48:23.000Z,False,Minimal ke dokterlah untuk memastikan apakah kamu kena tipes atau demam berdarah.,0,0,0,272,[],[],[],https://pbs.twimg.com/profile_images/1705798116405112832/x2XzXBjW_normal.jpg,https://x.com/PitrandiU/status/1829863805326930179,tweet_id:1829863805326930179
shiin(⁠ ⁠◜⁠‿⁠◝⁠ ⁠),@shiinyou,2024-08-31T08:44:09.000Z,False,Demam berdarah OTL,0,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1831384622187315200/OyF0BgG6_normal.jpg,https://x.com/shiinyou/status/1829802342306496760,tweet_id:1829802342306496760
P2KKN UNDIP,@P2KKNundip,2024-08-31T03:33:44.000Z,False,"Tim II KKN UNDIP Lakukan Inovasi Semprotan Serai, Solusi Alami untuk Cegah Demam Berdarah di Desa Purwodadi",0,0,0,488,[],[],[],https://pbs.twimg.com/profile_images/378800000046353478/f4a755bb9acb422be757e0fa91acf499_normal.jpeg,https://x.com/P2KKNundip/status/1829724224891863439,tweet_id:1829724224891863439
NusaBali.com,@nusabalicom,2024-08-31T03:09:00.000Z,False,Kasus demam berdarah dengue (DBD) di Kota Denpasar hingga 24 Agustus 2024 tercatat 1.165 kasus.https://nusabali.com/berita/174864/kasus-dbd-di-denpasar-tembus-1165…,0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/945080460782092288/GHy0yfmd_normal.jpg,https://x.com/nusabalicom/status/1829718002381861371,tweet_id:1829718002381861371
nada,@lifya_22,2024-08-30T09:52:42.000Z,False,"Motong koin 40%

Aku nemu promo menarik di Lazada nih. Yuk coba lihat!
Nama Produk:  [PROMO 2PCS] Hit Aerosol Orange 600 ml - Obat Nyamuk Semprot Spray Sprai - Bunuh Nyamuk Penyebab Demam Berdarah (DBD) Dengue
 https://s.lazada.co.id/s.HAn62",0,0,0,98,[],[],[],https://pbs.twimg.com/profile_images/1255855242664570880/rMkHX29e_normal.jpg,https://x.com/lifya_22/status/1829457205344776316,tweet_id:1829457205344776316
waKHIDun,@Wakhidnurrokhim,2024-08-30T06:42:29.000Z,False,"boro-boro nikah umur 25. 
masih hidup, bisa tidur dibawah jam 12 dan terhindar dari gigitan nyamuk demam berdarah aja udah syukur.",0,0,14,5.9K,[],[],[],https://pbs.twimg.com/profile_images/1842766376819359745/AMRLljd3_normal.jpg,https://x.com/Wakhidnurrokhim/status/1829409338839974255,tweet_id:1829409338839974255
Ntrovert,@NtrovertID,2024-08-30T06:03:55.000Z,False,Dbd itu demam berdarah setauku,0,0,0,30,[],[],[],https://pbs.twimg.com/profile_images/1591100221513027584/D7LUKBIz_normal.jpg,https://x.com/NtrovertID/status/1829399633627697568,tweet_id:1829399633627697568
Polsek Pesanggrahan,@Humas_sanggar,2024-08-30T05:52:14.000Z,False,Bersama-sama melaksanakan kegiatan pemberantasan sarang nyamuk sebagai upaya pencegahan penyebaran penyakit demam berdarah di pemukiman.#polripresisi #psn #polisijaksel #polsekpesanggrahanhttps://instagram.com/p/C_SGZ7_P8js/?igsh=amRwaGVtZmJkMjc5…,0,0,0,28,"['#polripresisi', '#psn', '#polisijaksel', '#polsekpesanggrahan']",[],[],https://pbs.twimg.com/profile_images/1883043396304150528/8swpUQsm_normal.jpg,https://x.com/Humas_sanggar/status/1829396689930866820,tweet_id:1829396689930866820
Radio StArt 102.6 FM Panyabungan,@StartFmNews,2024-08-30T03:08:41.000Z,False,"https://startfmmadina.com/kecamatan-tambangan-diserang-penyakit-demam-berdarah-satu-warga-meninggal/…Tambanagan, StartNews – Kecamatan Tambangan, Kabupaten Mandailing Natal (Madina), diserang penyakit demam berdarah dengue (DBD). Dalam sebulan terakhir, sudah ada 11 warga dari berbagai desa di kecamatan ini positif DBD.",0,0,1,45,[],[],[],https://pbs.twimg.com/profile_images/1815685805412925440/KGJyhms0_normal.jpg,https://x.com/StartFmNews/status/1829355534480548330,tweet_id:1829355534480548330
